order_id,customer_id,restaurant_id,restaurant_city,delivery_city,order_time,pickup_time,delivery_time,delivery_status,delivery_partner_id,order_amount,payment_mode,rating
O232426,C4730,R657,Hyderabad,Delhi,2026-01-01 11:40:00,2026-01-01 12:08:00,2026-01-01 12:11:00,PICKED,D733,366,Wallet,
O232427,C9830,R450,Hyderabad,Hyderabad,2026-01-18 10:15:00,2026-01-18 10:17:00,2026-01-18 10:12:00,CANCELLED,D476,482,Wallet,
O232428,C2639,R289,Hyderabad,Bangalore,2026-01-13 15:59:00,2026-01-13 15:54:00,2026-01-13 16:23:00,PLACED,D394,1191,DebitCard,
O232429,C4808,R686,Bangalore,Hyderabad,2026-01-01 20:34:00,,2026-01-01 21:25:00,PLACED,D296,1179,CreditCard,
O232430,C9820,R344,Delhi,Chennai,03/02/2026 04:28:00,2026-02-03 04:24:00,2026-02-03 05:18:00,PLACED,D939,invalid,COD,
O232431,C3138,R287,Kolkata,Chennai,2026-01-16 07:05:00,2026-01-16 07:16:00,,PLACED,D737,2095,CreditCard,
O232432,C2623,R175,Chennai,Delhi,2026-01-25 04:43:00,2026-01-25 04:41:00,2026-01-25 04:51:00,CANCELLED,D794,"5,808",Wallet,
O232433,C7644,R226,Hyderabad,Bangalore,2026-02-03 09:46:00,2026-02-03 10:02:00,2026-02-03 10:02:00,DELIVERED,D512,1011,COD,2.1
O232434,C7154,R424,Hyderabad,Kolkata,2026-01-03 23:21:00,2026-01-03 23:25:00,2026-01-04 00:05:00,CANCELLED,D265,,CreditCard,
O232435,C9418,R736,Kolkata,Mumbai,2026-01-15 14:54:00,2026-01-15 15:21:00,2026-01-15 16:19:00,PICKED,D664,1910,CreditCard,
O232436,C4563,R754,Pune,Delhi,2026-01-06 03:31:00,2026-01-06 03:44:00,2026-01-06 03:50:00,PLACED,D397,859,COD,
O232437,C7818,R764,Chennai,Delhi,2026-01-07 14:27:00,2026-01-07 14:48:00,2026-01-07 15:15:00,PICKED,D895,827,Wallet,
O232438,C2848,R268,Kolkata,Mumbai,2026-02-03 05:43:00,2026-02-03 05:56:00,2026-02-03 06:13:00,PICKED,D330,1494,COD,
O232439,C5888,R749,Kolkata,Pune,2026-02-02 21:55:00,2026-02-02 22:01:00,2026-02-02 22:53:00,PICKED,D975,1958,DebitCard,
O232440,C7554,R444,Delhi,Kolkata,2026-01-04 00:43:00,,2026-01-04 01:43:00,PICKED,D722,1260,COD,
O232441,C3230,R814,Chennai,Bangalore,2026-01-15 16:34:00,2026-01-15 16:59:00,2026-01-15 16:54:00,PLACED,D783,829,DebitCard,
O232442,C2482,R188,Chennai,Bangalore,2026-01-29 20:31:00,2026-01-29 20:28:00,2026-01-29 20:43:00,CANCELLED,D392,2324,COD,
O232443,C5894,R191,Kolkata,Pune,2026/01/03 11:32:00,2026-01-03 11:47:00,2026-01-03 12:46:00,DELIVERED,D832,1861,UPI,3.7
O232444,C5895,R223,Chennai,Pune,2026-01-31 23:31:00,2026-01-31 23:27:00,,PLACED,D359,710,CreditCard,
O232445,C4754,R135,Chennai,Hyderabad,2026-01-16 12:26:00,2026-01-16 12:32:00,2026-01-16 12:59:00,PLACED,D908,896,COD,
O232446,C8530,R580,Mumbai,Mumbai,2026-01-10 05:16:00,2026-01-10 05:32:00,2026-01-10 05:57:00,PLACED,D934,1384,DebitCard,
O232447,C3391,R421,Hyderabad,Bangalore,17/01/2026 06:35:00,2026-01-17 06:35:00,2026-01-17 06:49:00,DELIVERED,D302,1117,UPI,4.3
O232448,C4153,R311,Kolkata,Mumbai,2026-01-18 19:50:00,2026-01-18 20:10:00,2026-01-18 20:47:00,DELIVERED,D523,1445,UPI,4.3
O232449,C7366,R795,Pune,Chennai,2026-02-02 13:40:00,2026-02-02 13:42:00,2026-02-02 14:33:00,CANCELLED,D502,invalid,DebitCard,
O232450,C8432,R324,Mumbai,Bangalore,2026-02-02 03:02:00,2026-02-02 03:03:00,2026-02-02 03:02:00,DELIVERED,D579,1526,Wallet,1.8
O232451,C9871,R373,Delhi,Delhi,2026-01-02 01:14:00,,2026-01-02 02:18:00,CANCELLED,D379,206,DebitCard,
O232452,C7627,R468,Mumbai,Delhi,2026-01-28 12:43:00,2026-01-28 13:07:00,2026-01-28 13:11:00,PLACED,D879,665,CreditCard,
O232453,C1976,R581,Delhi,Mumbai,2026-01-07 05:17:00,2026-01-07 05:14:00,2026-01-07 05:25:00,DELIVERED,D615,1255,Wallet,1.8
O232454,C8445,R110,Chennai,Bangalore,2026-01-03 02:54:00,2026-01-03 02:49:00,2026-01-03 03:26:00,DELIVERED,D842,308,Wallet,2.1
O232455,C6354,R359,Bangalore,Bangalore,2026-01-02 10:50:00,2026-01-02 11:04:00,2026-01-02 11:08:00,PLACED,D315,233,CreditCard,
O232456,C7847,R252,Delhi,Hyderabad,2026-01-03 02:59:00,2026-01-03 03:11:00,2026-01-03 03:16:00,DELIVERED,D135,1618,COD,1.5
O232457,C7979,R991,Bangalore,Mumbai,2026-01-11 06:05:00,2026-01-11 06:07:00,,PICKED,D225,,UPI,
O232458,C8182,R795,Pune,Hyderabad,2026-02-04 19:41:00,2026-02-04 19:42:00,2026-02-04 20:02:00,PICKED,D913,2127,Wallet,
O232459,C4574,R762,Pune,Mumbai,2026-01-14 13:24:00,2026-01-14 13:40:00,2026-01-14 14:13:00,CANCELLED,D504,799,DebitCard,
O232460,C8758,R508,Kolkata,Delhi,2026-01-04 07:23:00,2026-01-04 07:30:00,2026-01-04 08:23:00,CANCELLED,D116,2482,Wallet,
O232461,C1620,R612,Bangalore,Mumbai,2026-01-08 21:21:00,2026-01-08 21:46:00,2026-01-08 22:05:00,PLACED,D692,1541,Wallet,
O232462,C6570,R339,Bangalore,Chennai,2026-02-01 22:49:00,,2026-02-01 23:08:00,DELIVERED,D494,651,CreditCard,4.2
O232463,C4965,R844,Bangalore,Pune,2026-01-21 07:01:00,2026-01-21 07:10:00,2026-01-21 07:59:00,DELIVERED,D315,"5,347",UPI,3.5
O232464,C4303,R659,Pune,Chennai,03/01/2026 12:02:00,2026-01-03 12:03:00,2026-01-03 12:53:00,PICKED,D950,368,CreditCard,
O232465,C1617,R378,Bangalore,Pune,2026-01-07 13:28:00,2026-01-07 13:45:00,2026-01-07 14:34:00,PICKED,D968,1414,Wallet,
O232466,C3397,R671,Delhi,Pune,2026-01-17 11:41:00,2026-01-17 11:54:00,2026-01-17 12:16:00,PLACED,D255,571,UPI,
O232467,C9060,R235,Kolkata,Pune,2026-01-15 08:29:00,2026-01-15 08:49:00,2026-01-15 09:19:00,DELIVERED,D691,205,DebitCard,1.9
O232468,C1574,R591,Bangalore,Pune,2026-01-29 08:43:00,2026-01-29 09:08:00,2026-01-29 09:26:00,CANCELLED,D139,invalid,UPI,
O232469,C2523,R836,Delhi,Mumbai,2026-01-13 05:18:00,2026-01-13 05:15:00,2026-01-13 05:31:00,PLACED,D776,2217,CreditCard,
O232470,C1801,R163,Kolkata,Chennai,2026-01-01 12:25:00,2026-01-01 12:26:00,,CANCELLED,D184,1176,CreditCard,
O232471,C3218,R306,Delhi,Chennai,2026-01-05 03:03:00,2026-01-05 03:12:00,2026-01-05 03:52:00,CANCELLED,D412,708,Wallet,
O232472,C6605,R449,Pune,Kolkata,2026/01/14 22:13:00,2026-01-14 22:25:00,2026-01-14 23:19:00,DELIVERED,D412,1737,COD,2.2
O232473,C5400,R311,Hyderabad,Kolkata,2026-01-16 08:03:00,,2026-01-16 09:11:00,CANCELLED,D454,358,DebitCard,
O232474,C7780,R427,Pune,Kolkata,2026-01-18 13:37:00,2026-01-18 14:07:00,2026-01-18 14:32:00,PICKED,D912,2160,COD,
O232475,C6038,R355,Bangalore,Delhi,2026-01-19 04:32:00,2026-01-19 04:34:00,2026-01-19 04:56:00,PICKED,D408,1781,CreditCard,
O232476,C9118,R417,Delhi,Hyderabad,2026-01-08 03:50:00,2026-01-08 04:06:00,2026-01-08 05:05:00,DELIVERED,D688,1790,UPI,1.5
O232477,C6787,R316,Delhi,Hyderabad,2026-02-04 12:37:00,2026-02-04 12:36:00,2026-02-04 13:15:00,PLACED,D631,1838,COD,
O232478,C2096,R458,Pune,Chennai,2026-02-04 01:03:00,2026-02-04 00:58:00,2026-02-04 00:57:00,PLACED,D385,463,Wallet,
O232479,C2482,R173,Delhi,Chennai,2026-02-04 06:45:00,2026-02-04 06:50:00,2026-02-04 07:49:00,PLACED,D267,1155,COD,
O232480,C9628,R838,Pune,Mumbai,2026-01-08 10:23:00,2026-01-08 10:32:00,2026-01-08 10:35:00,PICKED,D945,,UPI,
O232481,C4594,R574,Hyderabad,Chennai,20/01/2026 09:12:00,2026-01-20 09:40:00,2026-01-20 10:33:00,PICKED,D558,2141,Wallet,
O232482,C2091,R274,Bangalore,Mumbai,2026-01-25 16:38:00,2026-01-25 17:05:00,2026-01-25 17:25:00,CANCELLED,D255,960,DebitCard,
O232483,C6122,R941,Kolkata,Hyderabad,2026-01-18 06:56:00,2026-01-18 07:03:00,,PLACED,D252,1807,COD,
O232484,C3134,R281,Bangalore,Bangalore,2026-02-01 16:26:00,,2026-02-01 17:15:00,PICKED,D244,556,DebitCard,
O232485,C6471,R547,Mumbai,Mumbai,2026-01-13 13:36:00,2026-01-13 13:45:00,2026-01-13 14:11:00,PLACED,D707,2333,UPI,
O232486,C1052,R244,Chennai,Bangalore,2026-02-03 11:10:00,2026-02-03 11:12:00,2026-02-03 11:25:00,DELIVERED,D495,492,UPI,4.1
O232487,C1282,R863,Hyderabad,Mumbai,2026-01-05 20:18:00,2026-01-05 20:29:00,2026-01-05 21:22:00,PLACED,D391,invalid,DebitCard,
O232488,C4541,R403,Delhi,Kolkata,2026-01-22 10:05:00,2026-01-22 10:00:00,2026-01-22 10:18:00,PLACED,D721,1712,DebitCard,
O232489,C4979,R158,Kolkata,Pune,2026-02-03 06:16:00,2026-02-03 06:15:00,2026-02-03 06:53:00,PLACED,D810,913,COD,
O232490,C1539,R655,Mumbai,Pune,2026-01-14 09:24:00,2026-01-14 09:36:00,2026-01-14 09:50:00,DELIVERED,D759,1050,CreditCard,2.6
O232491,C6472,R307,Mumbai,Pune,2026-01-29 02:52:00,2026-01-29 03:14:00,2026-01-29 04:04:00,DELIVERED,D129,1719,UPI,2.6
O232492,C2090,R623,Delhi,Mumbai,2026-01-28 18:42:00,2026-01-28 19:08:00,2026-01-28 19:36:00,DELIVERED,D216,1856,Wallet,2.5
O232493,C8577,R386,Pune,Chennai,2026-02-03 09:45:00,2026-02-03 09:53:00,2026-02-03 10:11:00,PICKED,D308,2304,CreditCard,
O232494,C9251,R996,Chennai,Hyderabad,2026-01-02 01:34:00,2026-01-02 01:40:00,2026-01-02 02:23:00,DELIVERED,D302,"7,744",COD,1.3
O232495,C4260,R618,Mumbai,Pune,2026-01-07 00:44:00,,2026-01-07 01:34:00,CANCELLED,D873,935,UPI,
O232496,C4637,R373,Chennai,Bangalore,2026-01-16 01:47:00,2026-01-16 01:59:00,,CANCELLED,D620,251,UPI,
O232497,C1403,R837,Kolkata,Hyderabad,2026-01-16 22:19:00,2026-01-16 22:49:00,2026-01-16 23:32:00,DELIVERED,D423,359,UPI,2.9
O232498,C2643,R426,Mumbai,Chennai,21/01/2026 01:42:00,2026-01-21 01:41:00,2026-01-21 01:38:00,PICKED,D785,2164,COD,
O232499,C1789,R257,Hyderabad,Bangalore,2026-01-16 22:29:00,2026-01-16 22:39:00,2026-01-16 22:46:00,PLACED,D218,1535,Wallet,
O232500,C4644,R756,Mumbai,Delhi,2026-01-18 16:52:00,2026-01-18 17:04:00,2026-01-18 18:02:00,DELIVERED,D836,992,DebitCard,2.3
O232501,C4608,R251,Mumbai,Bangalore,2026/01/17 08:45:00,2026-01-17 09:09:00,2026-01-17 10:05:00,CANCELLED,D364,1053,DebitCard,
O232502,C9078,R647,Bangalore,Chennai,2026-01-30 01:00:00,2026-01-30 01:14:00,2026-01-30 01:07:00,DELIVERED,D688,967,COD,2.7
O232503,C5775,R211,Bangalore,Chennai,2026-01-31 19:24:00,2026-01-31 19:29:00,2026-01-31 19:45:00,DELIVERED,D834,,CreditCard,1.5
O232504,C1577,R808,Pune,Mumbai,2026-01-25 13:49:00,2026-01-25 13:53:00,2026-01-25 13:51:00,PLACED,D236,854,UPI,
O232505,C3305,R469,Hyderabad,Pune,2026-01-15 14:47:00,2026-01-15 15:15:00,2026-01-15 15:14:00,PLACED,D573,520,COD,
O232506,C8629,R289,Mumbai,Kolkata,2026-01-17 01:42:00,,2026-01-17 03:00:00,DELIVERED,D977,invalid,UPI,3.3
O232507,C2921,R996,Hyderabad,Delhi,2026-01-05 20:56:00,2026-01-05 21:07:00,2026-01-05 21:32:00,PICKED,D880,2071,Wallet,
O232508,C3168,R225,Kolkata,Pune,2026-01-02 10:59:00,2026-01-02 10:58:00,2026-01-02 11:49:00,DELIVERED,D240,684,DebitCard,4.0
O232509,C5089,R443,Delhi,Kolkata,2026-01-08 20:06:00,2026-01-08 20:24:00,,PICKED,D504,525,UPI,
O232510,C7239,R561,Hyderabad,Hyderabad,2026-01-13 08:31:00,2026-01-13 08:47:00,2026-01-13 08:59:00,PICKED,D791,1019,Wallet,
O232511,C8523,R577,Hyderabad,Delhi,2026-01-14 16:10:00,2026-01-14 16:37:00,2026-01-14 17:35:00,CANCELLED,D531,1662,UPI,
O232512,C2877,R219,Chennai,Delhi,2026-01-27 20:46:00,2026-01-27 21:14:00,2026-01-27 22:04:00,DELIVERED,D306,623,DebitCard,4.4
O232513,C7506,R736,Delhi,Chennai,2026-01-15 08:34:00,2026-01-15 08:54:00,2026-01-15 09:34:00,DELIVERED,D821,1099,UPI,4.7
O232514,C4604,R894,Mumbai,Bangalore,2026-01-25 14:33:00,2026-01-25 14:34:00,2026-01-25 14:29:00,DELIVERED,D356,2480,UPI,3.4
O232515,C8749,R814,Mumbai,Delhi,12/01/2026 01:36:00,2026-01-12 01:40:00,2026-01-12 02:03:00,PLACED,D162,1130,UPI,
O232516,C2874,R954,Hyderabad,Hyderabad,2026-01-08 17:36:00,2026-01-08 17:45:00,2026-01-08 17:51:00,PLACED,D620,2074,DebitCard,
O232517,C2950,R464,Kolkata,Chennai,2026-01-04 01:22:00,,2026-01-04 02:15:00,PLACED,D997,353,DebitCard,
O232518,C5563,R725,Hyderabad,Delhi,2026-01-05 15:53:00,2026-01-05 15:53:00,2026-01-05 16:29:00,PICKED,D645,893,UPI,
O232519,C3981,R779,Pune,Bangalore,2026-01-22 03:49:00,2026-01-22 04:08:00,2026-01-22 04:56:00,DELIVERED,D324,2307,UPI,4.3
O232520,C2712,R534,Chennai,Hyderabad,2026-01-07 17:24:00,2026-01-07 17:30:00,2026-01-07 17:47:00,DELIVERED,D233,1537,COD,1.6
O232521,C3160,R851,Pune,Mumbai,2026-01-04 11:00:00,2026-01-04 11:20:00,2026-01-04 11:18:00,DELIVERED,D631,333,UPI,4.7
O232522,C6637,R760,Mumbai,Chennai,2026-01-07 19:01:00,2026-01-07 19:08:00,,DELIVERED,D934,1724,Wallet,4.6
O232523,C7558,R900,Delhi,Kolkata,2026-01-28 04:48:00,2026-01-28 04:55:00,2026-01-28 04:59:00,PLACED,D549,2454,Wallet,
O232524,C8154,R733,Kolkata,Pune,2026-01-26 08:01:00,2026-01-26 08:04:00,2026-01-26 08:01:00,DELIVERED,D682,466,Wallet,4.2
O232525,C7465,R205,Delhi,Mumbai,2026-01-10 17:08:00,2026-01-10 17:18:00,2026-01-10 17:35:00,PICKED,D196,invalid,COD,
O232526,C8875,R103,Pune,Kolkata,2026-01-15 22:12:00,2026-01-15 22:39:00,2026-01-15 23:37:00,CANCELLED,D625,,DebitCard,
O232527,C5103,R151,Mumbai,Pune,2026-01-29 19:08:00,2026-01-29 19:22:00,2026-01-29 19:54:00,DELIVERED,D202,2127,UPI,3.7
O232528,C7863,R992,Pune,Delhi,2026-02-03 21:10:00,,2026-02-03 21:24:00,DELIVERED,D744,933,CreditCard,2.0
O232529,C3890,R442,Mumbai,Bangalore,2026-01-26 05:12:00,2026-01-26 05:40:00,2026-01-26 06:07:00,PLACED,D543,2003,CreditCard,
O232530,C5962,R804,Chennai,Chennai,2026/01/04 13:35:00,2026-01-04 13:37:00,2026-01-04 13:47:00,DELIVERED,D293,1975,DebitCard,2.4
O232531,C5514,R211,Hyderabad,Bangalore,2026-01-05 10:07:00,2026-01-05 10:12:00,2026-01-05 10:52:00,CANCELLED,D526,799,DebitCard,
O232532,C1167,R472,Pune,Hyderabad,17/01/2026 22:24:00,2026-01-17 22:25:00,2026-01-17 22:41:00,PICKED,D595,248,DebitCard,
O232533,C6379,R407,Bangalore,Delhi,2026-01-16 04:29:00,2026-01-16 04:28:00,2026-01-16 05:00:00,PICKED,D935,640,Wallet,
O232534,C1536,R365,Delhi,Kolkata,2026-02-02 00:22:00,2026-02-02 00:32:00,2026-02-02 01:32:00,CANCELLED,D835,1210,CreditCard,
O232535,C8861,R940,Kolkata,Hyderabad,2026-01-13 14:04:00,2026-01-13 14:00:00,,PICKED,D598,870,CreditCard,
O232536,C3448,R467,Mumbai,Bangalore,2026-01-05 08:34:00,2026-01-05 08:29:00,2026-01-05 09:08:00,DELIVERED,D770,1443,COD,3.8
O232537,C4068,R467,Bangalore,Pune,2026-01-22 06:43:00,2026-01-22 06:41:00,2026-01-22 06:48:00,DELIVERED,D166,2075,UPI,2.6
O232538,C8758,R180,Kolkata,Bangalore,2026-01-15 15:39:00,2026-01-15 16:04:00,2026-01-15 16:34:00,PLACED,D101,2364,DebitCard,
O232539,C6669,R663,Delhi,Mumbai,2026-01-23 10:13:00,,2026-01-23 10:40:00,DELIVERED,D421,1246,Wallet,2.3
O232540,C6934,R557,Bangalore,Bangalore,2026-01-07 10:07:00,2026-01-07 10:06:00,2026-01-07 10:06:00,DELIVERED,D318,1476,UPI,2.0
O232541,C3792,R613,Bangalore,Bangalore,2026-01-30 13:22:00,2026-01-30 13:52:00,2026-01-30 14:44:00,PLACED,D830,247,UPI,
O232542,C2902,R235,Pune,Pune,2026-01-29 08:23:00,2026-01-29 08:45:00,2026-01-29 08:44:00,PLACED,D911,2039,Wallet,
O232543,C5593,R583,Chennai,Pune,2026-01-10 06:49:00,2026-01-10 06:57:00,2026-01-10 06:52:00,PICKED,D494,2174,CreditCard,
O232544,C8718,R637,Hyderabad,Kolkata,2026-01-08 17:49:00,2026-01-08 18:18:00,2026-01-08 19:15:00,CANCELLED,D377,invalid,Wallet,
O232545,C3483,R467,Pune,Chennai,2026-01-02 10:09:00,2026-01-02 10:09:00,2026-01-02 10:20:00,CANCELLED,D754,1547,CreditCard,
O232546,C1702,R677,Mumbai,Pune,2026-01-20 20:28:00,2026-01-20 20:46:00,2026-01-20 21:36:00,PLACED,D432,330,UPI,
O232547,C3152,R155,Pune,Kolkata,2026-01-05 17:11:00,2026-01-05 17:15:00,2026-01-05 18:12:00,PICKED,D459,2121,UPI,
O232548,C3678,R685,Bangalore,Pune,2026-01-17 23:10:00,2026-01-17 23:40:00,,DELIVERED,D489,410,CreditCard,1.1
O232549,C2201,R124,Hyderabad,Mumbai,31/01/2026 05:32:00,2026-01-31 05:53:00,2026-01-31 06:10:00,DELIVERED,D248,,DebitCard,3.3
O232550,C2754,R173,Hyderabad,Mumbai,2026-02-02 13:26:00,,2026-02-02 14:25:00,PICKED,D283,2193,CreditCard,
O232551,C2084,R141,Mumbai,Chennai,2026-02-05 00:59:00,2026-02-05 01:05:00,2026-02-05 01:36:00,PICKED,D350,784,UPI,
O232552,C2798,R201,Kolkata,Pune,2026-01-11 21:35:00,2026-01-11 22:02:00,2026-01-11 22:40:00,CANCELLED,D817,1722,COD,
O232553,C7610,R247,Bangalore,Pune,2026-02-01 23:12:00,2026-02-01 23:12:00,2026-02-01 23:12:00,PLACED,D567,2493,DebitCard,
O232554,C6933,R986,Pune,Hyderabad,2026-01-19 08:34:00,2026-01-19 09:00:00,2026-01-19 09:38:00,PLACED,D573,879,DebitCard,
O232555,C9392,R703,Mumbai,Kolkata,2026-01-18 04:07:00,2026-01-18 04:11:00,2026-01-18 04:25:00,PICKED,D570,710,DebitCard,
O232556,C2733,R229,Mumbai,Delhi,2026-01-05 18:17:00,2026-01-05 18:41:00,2026-01-05 19:24:00,PICKED,D314,"8,315",DebitCard,
O232557,C3837,R551,Chennai,Mumbai,2026-01-27 03:41:00,2026-01-27 03:56:00,2026-01-27 03:47:00,CANCELLED,D213,1860,CreditCard,
O232558,C6167,R978,Chennai,Pune,2026-01-30 09:07:00,2026-01-30 09:33:00,2026-01-30 10:02:00,DELIVERED,D399,696,UPI,3.1
O232559,C6854,R621,Chennai,Bangalore,2026/01/25 10:13:00,2026-01-25 10:21:00,2026-01-25 10:46:00,PICKED,D917,1623,COD,
O232560,C5980,R374,Delhi,Bangalore,2026-02-01 10:08:00,2026-02-01 10:09:00,2026-02-01 10:35:00,PLACED,D308,2315,COD,
O232561,C8286,R473,Bangalore,Delhi,2026-02-01 00:49:00,,,DELIVERED,D816,2102,UPI,3.2
O232562,C2003,R508,Hyderabad,Bangalore,2026-01-12 12:08:00,2026-01-12 12:24:00,2026-01-12 12:55:00,PLACED,D405,510,CreditCard,
O232563,C1158,R947,Kolkata,Hyderabad,2026-02-03 04:14:00,2026-02-03 04:25:00,2026-02-03 05:12:00,PLACED,D288,invalid,DebitCard,
O232564,C6049,R150,Pune,Mumbai,2026-02-02 03:42:00,2026-02-02 04:03:00,2026-02-02 04:52:00,DELIVERED,D582,1063,Wallet,3.4
O232565,C3122,R354,Hyderabad,Pune,2026-01-19 12:10:00,2026-01-19 12:07:00,2026-01-19 12:13:00,CANCELLED,D254,2265,CreditCard,
O232566,C3651,R168,Kolkata,Bangalore,18/01/2026 01:58:00,2026-01-18 02:24:00,2026-01-18 03:13:00,PICKED,D488,2167,COD,
O232567,C9338,R565,Bangalore,Hyderabad,2026-01-21 00:13:00,2026-01-21 00:23:00,2026-01-21 00:55:00,CANCELLED,D804,2144,UPI,
O232568,C9356,R742,Delhi,Mumbai,2026-01-04 13:10:00,2026-01-04 13:32:00,2026-01-04 13:58:00,CANCELLED,D332,765,Wallet,
O232569,C7164,R711,Chennai,Mumbai,2026-01-12 17:38:00,2026-01-12 18:08:00,2026-01-12 18:56:00,PLACED,D618,969,COD,
O232570,C3268,R581,Mumbai,Hyderabad,2026-01-24 04:01:00,2026-01-24 04:25:00,2026-01-24 04:35:00,DELIVERED,D787,2276,Wallet,2.5
O232571,C8000,R491,Mumbai,Mumbai,2026-01-28 08:57:00,2026-01-28 09:00:00,2026-01-28 09:34:00,CANCELLED,D510,674,CreditCard,
O232572,C7347,R546,Kolkata,Bangalore,2026-01-16 19:34:00,,2026-01-16 20:17:00,PICKED,D273,,Wallet,
O232573,C3212,R515,Mumbai,Hyderabad,2026-01-09 01:25:00,2026-01-09 01:27:00,2026-01-09 01:19:00,PLACED,D742,2069,UPI,
O232574,C1473,R868,Pune,Pune,2026-01-08 23:35:00,2026-01-08 23:45:00,,DELIVERED,D407,1494,DebitCard,1.7
O232575,C8272,R586,Kolkata,Pune,2026-01-07 12:42:00,2026-01-07 12:41:00,2026-01-07 13:20:00,PLACED,D208,1486,Wallet,
O232576,C9990,R893,Delhi,Kolkata,2026-01-19 12:17:00,2026-01-19 12:28:00,2026-01-19 12:27:00,DELIVERED,D175,2035,UPI,1.7
O232577,C2398,R251,Chennai,Chennai,2026-01-15 04:46:00,2026-01-15 05:03:00,2026-01-15 05:55:00,PLACED,D910,1194,COD,
O232578,C3631,R878,Kolkata,Hyderabad,2026-01-29 02:18:00,2026-01-29 02:31:00,2026-01-29 02:48:00,PLACED,D153,1705,DebitCard,
O232579,C3789,R440,Bangalore,Pune,2026-01-18 10:40:00,2026-01-18 10:47:00,2026-01-18 11:17:00,PLACED,D387,408,UPI,
O232580,C9379,R646,Chennai,Pune,2026-01-24 19:26:00,2026-01-24 19:47:00,2026-01-24 20:38:00,PLACED,D610,2084,DebitCard,
O232581,C6523,R446,Pune,Pune,2026-01-27 02:29:00,2026-01-27 02:31:00,2026-01-27 02:32:00,PICKED,D689,1347,CreditCard,
O232582,C8934,R124,Pune,Pune,2026-01-01 23:55:00,2026-01-02 00:02:00,2026-01-02 00:57:00,PLACED,D829,invalid,DebitCard,
O232583,C7154,R647,Pune,Chennai,01/02/2026 18:58:00,,2026-02-01 19:30:00,DELIVERED,D767,2461,Wallet,1.1
O232584,C2827,R564,Bangalore,Delhi,2026-02-04 21:04:00,2026-02-04 21:00:00,2026-02-04 21:49:00,PLACED,D970,405,COD,
O232585,C6112,R555,Pune,Hyderabad,2026-01-09 01:57:00,2026-01-09 02:09:00,2026-01-09 02:02:00,CANCELLED,D880,520,COD,
O232586,C6620,R261,Delhi,Kolkata,2026-01-20 15:49:00,2026-01-20 15:44:00,2026-01-20 15:38:00,PICKED,D540,1956,COD,
O232587,C2356,R566,Delhi,Mumbai,2026-01-12 13:54:00,2026-01-12 13:55:00,,PICKED,D291,"1,216",CreditCard,
O232588,C4312,R268,Bangalore,Hyderabad,2026/02/02 13:42:00,2026-02-02 13:58:00,2026-02-02 14:49:00,CANCELLED,D300,1165,Wallet,
O232589,C9779,R980,Bangalore,Mumbai,2026-02-02 06:58:00,2026-02-02 07:24:00,2026-02-02 07:37:00,PLACED,D566,1898,UPI,
O232590,C1754,R433,Chennai,Chennai,2026-01-20 11:13:00,2026-01-20 11:36:00,2026-01-20 12:25:00,CANCELLED,D458,2001,UPI,
O232591,C8075,R994,Bangalore,Kolkata,2026-01-27 01:55:00,2026-01-27 01:58:00,2026-01-27 02:05:00,CANCELLED,D535,1279,COD,
O232592,C5475,R297,Delhi,Hyderabad,2026-01-29 03:04:00,2026-01-29 03:32:00,2026-01-29 03:25:00,PICKED,D147,1274,COD,
O232593,C9243,R443,Mumbai,Chennai,2026-01-11 15:38:00,2026-01-11 16:08:00,2026-01-11 16:28:00,DELIVERED,D162,1100,DebitCard,3.2
O232594,C7737,R700,Bangalore,Pune,2026-01-01 22:42:00,,2026-01-01 23:30:00,CANCELLED,D669,1338,DebitCard,
O232595,C2418,R584,Bangalore,Hyderabad,2026-01-11 09:40:00,2026-01-11 09:53:00,2026-01-11 09:45:00,PLACED,D988,,CreditCard,
O232596,C4447,R733,Hyderabad,Pune,2026-01-16 13:22:00,2026-01-16 13:40:00,2026-01-16 14:23:00,PLACED,D407,709,UPI,
O232597,C3761,R640,Pune,Chennai,2026-01-20 07:46:00,2026-01-20 08:09:00,2026-01-20 09:00:00,CANCELLED,D319,404,Wallet,
O232598,C6239,R689,Mumbai,Bangalore,2026-01-01 09:42:00,2026-01-01 10:07:00,2026-01-01 11:07:00,PICKED,D375,1694,Wallet,
O232599,C2496,R308,Pune,Delhi,2026-01-06 20:35:00,2026-01-06 20:45:00,2026-01-06 20:43:00,DELIVERED,D708,2021,Wallet,3.6
O232600,C1468,R892,Delhi,Chennai,29/01/2026 03:13:00,2026-01-29 03:32:00,,DELIVERED,D656,2018,COD,3.4
O232601,C8109,R211,Mumbai,Delhi,2026-02-01 06:29:00,2026-02-01 06:43:00,2026-02-01 07:22:00,PLACED,D144,invalid,CreditCard,
O232602,C4769,R855,Delhi,Mumbai,2026-01-22 17:00:00,2026-01-22 17:19:00,2026-01-22 17:37:00,PICKED,D270,2217,Wallet,
O232603,C5355,R730,Mumbai,Mumbai,2026-01-07 07:07:00,2026-01-07 07:18:00,2026-01-07 07:32:00,PICKED,D839,670,Wallet,
O232604,C2271,R900,Bangalore,Hyderabad,2026-01-22 23:08:00,2026-01-22 23:08:00,2026-01-22 23:03:00,CANCELLED,D543,901,UPI,
O232605,C7156,R256,Chennai,Mumbai,2026-01-31 12:32:00,,2026-01-31 12:54:00,PICKED,D147,1699,CreditCard,
